grep -inE "81f591582b436c5b129f347fe7e681afd6811417973c4a4f83b18e92a9d130fd|111291fcf8ab84803d42ec59cb4eaceadd661185242a1e8f4b7e49b79ecbe5f3|ddddf9f04b4c1d4e1185cacf5cf302f3d11dee5d74f71721d741fbb507062e9e|305fbc2ec7f7f2bc5a21d2dfb01a5fc52ab5d064a7278e2ecbab0d2a27b8c392|f0137a6b31947cf7ab367ae23942a263272c41f36252fcd3460ee8b6e94a84c1|633acf266c913523ab5ed9fcc4632bae18d2a7efc1744fd43dd669e5f2869ce5|5bd88ab32b50e4a691dcfd1fff9396f512e003d7275bb5c1b816ab071beca5ba|64c01fedd5cf6d306ca18d85e842f068e19488126c411741e089be8f4052df09|3be0ac3dc1c3b7fa7fbe34f4678037ed733a14e801abe6d3da42bc643a651401|9edab6e7fadf1d6006315ff9394c08a7bf42e19cf61502200a1f73994f8da94b|835d4dcc52e160c23173658de0b747082f1937d1184e8e1838e9394bc62c0392|aebe39a99114f1b46fc5a67289545e54cbfec92d08fc8ffc92dc9df4a15ea05a|aa62bdd690de061a6fbbd88420f7a7aa574ba86da4fe82edc27e2263f8743988|6a86e6a5e8d5f9e9492114dafe5056c5618222f5042408ad867d3c1888855a31|7ad47a19b201ce052f98161de1b1457bacaca2e698f542e196d4c7f8f45899ab|0ca7f7299dc8d87c26c82badf9a303049098af050698c694fbec35c4b08fc3df|3ab5f53978850413a273920bfc86f4278d9c418272accddade736990d60bdd53|03acfae47d1e0b7674f1193237099d1553d3d8a93ecc85c18c4bec37544fe386|15ad0894ab42a46eb04108fb8bd66786566a74356d2103f077710733e0516c3a|2d00ef4895f20904d7d4c0bada17a8e9d47d6c049cd2e5002f8914bfa7f1d27b|6d39eeb2ae7f9d42b0569cf1009de4c9f031450873bf2ec84ce795837482e7a6|07d33c8c74e945c50e45d3eaf4add7553534154503a478cf6d48e1c617b3f9f3|6d5088c138e2fbf4ea7a8c2cb1b57a76c4b0a5fab5f4c188696aad807a5ba6d8" transactionkey_list.txt


9203590:81f591582b436c5b129f347fe7e681afd6811417973c4a4f83b18e92a9d130fd
9204562:9edab6e7fadf1d6006315ff9394c08a7bf42e19cf61502200a1f73994f8da94b
9206029:633acf266c913523ab5ed9fcc4632bae18d2a7efc1744fd43dd669e5f2869ce5
9234095:aa62bdd690de061a6fbbd88420f7a7aa574ba86da4fe82edc27e2263f8743988
9234398:15ad0894ab42a46eb04108fb8bd66786566a74356d2103f077710733e0516c3a
9234585:835d4dcc52e160c23173658de0b747082f1937d1184e8e1838e9394bc62c0392
9234815:6a86e6a5e8d5f9e9492114dafe5056c5618222f5042408ad867d3c1888855a31
9235019:ddddf9f04b4c1d4e1185cacf5cf302f3d11dee5d74f71721d741fbb507062e9e
9235026:5bd88ab32b50e4a691dcfd1fff9396f512e003d7275bb5c1b816ab071beca5ba
9235175:7ad47a19b201ce052f98161de1b1457bacaca2e698f542e196d4c7f8f45899ab
9235224:aebe39a99114f1b46fc5a67289545e54cbfec92d08fc8ffc92dc9df4a15ea05a
9235235:305fbc2ec7f7f2bc5a21d2dfb01a5fc52ab5d064a7278e2ecbab0d2a27b8c392
9235272:07d33c8c74e945c50e45d3eaf4add7553534154503a478cf6d48e1c617b3f9f3
9235286:03acfae47d1e0b7674f1193237099d1553d3d8a93ecc85c18c4bec37544fe386
9235289:3be0ac3dc1c3b7fa7fbe34f4678037ed733a14e801abe6d3da42bc643a651401
9235294:2d00ef4895f20904d7d4c0bada17a8e9d47d6c049cd2e5002f8914bfa7f1d27b
9235300:f0137a6b31947cf7ab367ae23942a263272c41f36252fcd3460ee8b6e94a84c1
9235326:111291fcf8ab84803d42ec59cb4eaceadd661185242a1e8f4b7e49b79ecbe5f3
9235341:6d5088c138e2fbf4ea7a8c2cb1b57a76c4b0a5fab5f4c188696aad807a5ba6d8
9235343:6d39eeb2ae7f9d42b0569cf1009de4c9f031450873bf2ec84ce795837482e7a6
9235357:0ca7f7299dc8d87c26c82badf9a303049098af050698c694fbec35c4b08fc3df
9235360:3ab5f53978850413a273920bfc86f4278d9c418272accddade736990d60bdd53
9235367:64c01fedd5cf6d306ca18d85e842f068e19488126c411741e089be8f4052df09


grep -inE "9203590|9204562|9206029|9234095|9234398|9234585|9234815|9235019|9235026|9235175|9235224|9235235|9235272|9235286|9235289|9235294|9235300|9235326|9235341|9235343|9235357|9235360|9235367" user_edges.txt


9203590,370109,30,20111028161128,46.4993397
9203590,370109,3641421,20111028161128,100.0
9204562,370103,30,20111028161128,27.0314445
9204562,370103,3641421,20111028161128,100.0
9206029,370106,3641421,20111028161128,65.0
9206029,370106,367368,20111028161128,61.8922137
9234095,30,3641421,20111028161128,367.7584932
9234095,30,30,20111028161128,3.5349628
9234398,370096,30,20111028161128,270.2811888
9234398,370096,3641421,20111028161128,100.0
9234585,370102,3640008,20111028161128,48.8001642
9234585,370102,3641421,20111028161128,100.0
9234815,370100,3641421,20111028161128,100.0
9234815,370100,3640209,20111028161128,25.8115446
9235019,370109,3641421,20111028161128,37.0
9235019,370109,3640396,20111028161128,24.334917
9235026,370105,369987,20111028161128,19.6423463
9235026,370105,3641421,20111028161128,100.0
9235175,370099,3641421,20111028161128,35.78
9235175,370099,3640590,20111028161128,93.4730343
9235224,370101,3640640,20111028161128,17.7976314
9235224,370101,3641421,20111028161128,143.62
9235235,370108,3641421,20111028161128,98.48055
9235235,370108,3640648,20111028161128,15.7085766
9235272,370093,3641421,20111028161128,100.0
9235272,370093,370009,20111028161128,67.8087505
9235286,370097,370011,20111028161128,579.595969
9235286,370097,3641421,20111028161128,497.0
9235289,370104,370012,20111028161128,58.5427336
9235289,370104,3641421,20111028161128,35.784
9235294,370095,370015,20111028161128,2.8367146
9235294,370095,3641421,20111028161128,200.0
9235300,370107,3641421,20111028161128,39.81
9235300,370107,3640672,20111028161128,86.745826
9235326,370110,30,20111028161128,6.0410167
9235326,370110,3641421,20111028161128,24.31
9235341,30,3641421,20111028161128,45.82
9235341,30,3640704,20111028161128,7283.967092
9235343,370094,3641421,20111028161128,98.0
9235343,370094,3640705,20111028161128,882.8876917
9235357,370098,3641421,20111028161128,100.0
9235357,370098,30,20111028161128,129.9991274
9235360,30,3640712,20111028161128,106.2497497
9235360,30,3641421,20111028161128,100.0
9235367,30,3640718,20111028161128,32.1837392
9235367,30,3641421,20111028161128,21.0


